"","Temps","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"17",30.1,7480.6,2827.4,48289.2,4109588.6,0,2606.8,4963.3,108946.7,13778,751.5,1403.4,1062.6,1975564.8,100,140.2,741.6,280,56210.2,150.3,0,0
"18",31.8,7700.8,2245.8,42140.1,4331306.5,0,1829.8,5013.6,105437.9,12815.4,741.6,1303,861.8,2413177.6,142.9,100,641.2,187.5,63262.8,200.3,0,0
"19",33.6,7681,2566.8,48289.2,5386843.8,5847.9,2055.3,4813.3,108946.7,11752.4,751.5,1879.5,1203,2738726.4,112.5,75,721.4,290,77367.9,80,0,0
"20",35.4,7260,2085.2,49157.6,5953296.5,0,2281,6217,108981.8,12714.8,877,2005.3,902,2670195.2,150,100,701.4,240,87859.1,180.2,0,0
"21",37.1,6818.6,1985,42105,4799233.6,0,2456.3,5464.8,101929.2,12875.6,761.6,1162.6,1142.6,1952640,100,100,942,220,52666.3,150,0,0
"22",38.9,7280,2005.2,42105,3986466.4,5847.9,2180.5,4793,105437.9,12875.6,400.5,1523.6,942.2,3134200.3,128.6,80,721.6,230,59754,180.2,0,0
"23",40.7,7520.6,1844.8,49157.6,4141237.9,0,1854.8,5189,108946.7,13457,842,1162.8,922.2,1900851.2,100,100.3,1002.4,230,56210.2,120,0,0
"24",42.4,7440.4,1523.6,38631.3,5013828.7,5847.9,1664,5289.3,108946.7,13216.4,802,902,641.2,2308198.4,125,33.3,781.8,210,66771.5,200,0,0
"25",44.2,7079.2,1644,52675.1,5305932,0,1829.3,5916,105437.9,12414,1102.5,1463.6,841.8,2339443.2,187.5,100,621.2,312.5,73824.1,120,0,0
"26",46,7119.6,2045.2,48289.2,4630322.3,4385.9,2105.3,6543,108981.8,12354,761.6,1142.6,1082.6,2681001.4,62.5,133.7,942.2,260,59718.9,100,0,0
"27",47.7,6638,1704.2,42105,4802742.4,0,1679.5,6066.5,105437.9,13557.4,601,1127.8,982.2,1774838.2,125,75,982.2,200,56210.2,200.4,33.3,0
"28",49.5,6397.4,1523.8,45683.9,4341797.7,0,2130.3,6091.5,105437.9,12955.8,821.8,1303.3,1222.8,2301919,137.5,233.7,641.2,300,63227.7,360.4,0,0
"29",51.3,6297.2,2305.8,38631.3,4851970.4,0,2130.3,5916.3,101929.2,13778.4,661.2,1022.2,1303.2,2827893.8,100,160.4,761.6,270,59718.9,240.2,0,0
"30",53,6658.2,1583.8,42105,4327727.8,0,1965,4652.6,101929.2,12033,701.4,1503.8,1202.8,2226186.3,75,150,761.6,220,59718.9,220,0,0
"31",54.8,6638,1503.6,48289.2,4637305,5847.9,2255.8,5966.3,101894.1,12233.6,701.4,1579,540.8,2088153.6,157.1,160.2,942,240,59718.9,160,0,0
"32",56.6,7420.4,1523.8,42105,3831625.6,0,1829.8,5891,105437.9,12113.6,761.4,1283,962.2,3143894.8,75,50,661.2,220,49122.5,150,0,0
"33",58.3,7300,1504,38631.3,4141202.9,5847.9,2030,5339.3,105437.9,12675.2,561,1042.4,1363.4,1870073.6,137.5,200.3,681.4,230,59718.9,140,0,0
"34",60.1,6698.2,1142.8,42105,4081378.9,3508.8,1503.5,5916,101929.2,13377,851.8,962.2,1077.5,1912097.1,62.5,66.7,842,350,49122.5,175.3,0,0
"35",61.9,6758.4,1724,45613.8,4172851.6,0,2080.3,4762.8,94876.6,11351.6,561,1082.6,1303.2,1886917.5,150,175,982.2,210,65832.9,100,0,0
"36",63.6,6758.4,1303.2,52675.1,4376955.6,5847.9,2005,6242,101929.2,12815.4,751.5,1002.3,1062.4,2722028.5,87.5,80,681.2,200,52666.3,150,33.3,0
"37",65.4,6216.8,1323.2,42105,4552919.3,0,2080.3,6442.5,101929.2,13377,561.2,1383.4,1122.6,2106227.2,128.6,100,681.4,170,49122.5,175.3,0,0
"38",67.2,7219.8,1463.6,42105,5031302.8,0,1543.8,5890.8,101929.2,13397,801.8,1453.8,1162.6,1793747.2,37.5,120,761.6,190,52666.3,120,0,0
"39",68.9,6196.8,1563.8,38631.3,4123728.6,0,2005,5364.5,98385.4,13236.8,1077.5,942.2,1223,2085446.4,125,120,721.6,360,45613.8,125,0,0
"40",70.7,6217,1463.8,38596.3,4303096.5,0,1203,5966.3,101929.2,11872.8,676.3,1383.4,1142.6,1801623.7,62.5,125,882,200,52701.4,200.2,0,0
"41",72.5,6618.2,1543.8,38596.3,4127237.6,0,1945,5715.5,101929.2,12534.6,741.6,852,1328.3,1737662.8,37.5,60,942,190,45613.8,125,0,0
"42",74.2,7139.4,1022.4,42105,3975905.3,0,1543.8,5665.5,94876.6,12073.4,726.3,1002.3,1062.6,2641416.1,62.5,120,902,290,49157.6,80,0,66.7
"43",76,6738.6,1604,38596.3,5158108.4,0,1854.8,3830.2,94876.6,13617.6,877,1228,1162.8,1571874.6,100,25,821.8,250,49157.6,175.3,0,0
"44",77.8,6598,1243,38596.3,4032185.5,5847.9,2030.3,5465,101894.1,12634.6,851.8,1228,1162.6,1861203.2,50,200.2,1062.6,320,45613.8,180,0,0
"45",79.5,6557.6,982,38596.3,4415692.2,8771.9,1579,6141.5,101929.2,12554.6,902,1177.8,881.8,1614124.8,37.5,80,1142.8,312.5,49122.5,200,20,25
